Atual           Previsto
611           610,74
641           640,98
672           671,23
702           702,48
732           732,73
761           762,97
794           792,21
824           825,48
855           855,72
885           886,98
915           917,22
947           947,46
977           979,73
1007           1009,97
Erro Quadratico Médio :2.609031259946327
