Atual           Previsto
638           655,83
691           680,49
704           734,94
714           748,30
755           758,58
811           800,70
847           858,23
857           895,22
922           905,50
947           972,28
1006           997,96
1044           1058,58
1069           1097,62
Erro Quadratico Médio :482.80245642545526
